index,entity,supplier,ml_score,composite_score,tier,flags,shap_top3,legal_citations,fraud_label
208,Kwadaso Agricultural College,Unknown,1.3,26.3,🟢 MONITOR,"['Sole source procurement used (S.38-41 Act 663)', 'Supplier holds 100.0% of entity awards — concentration risk', 'Procurement method abuse pattern detected (S.40-41 Act 663)', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '100% of contracts are sole source — systematic bypass of competition (S.40-41 Act 663)', 'Entity method abuse score: 1.00 — pattern of procurement rule circumvention', '100% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['award_concentration decreases fraud risk (impact: 2.585)', 'supplier_risk_score decreases fraud risk (impact: 1.872)', 'is_sole_source decreases fraud risk (impact: 1.155)']","['S.38-41 Act 663 (Sole Source Procurement)', 'S.40-41 Act 663 (Procurement Method Abuse)', 'S.3 Act 663 (Transparency and Accountability)']",0
209,Ghana National Gas Company (Ghana Gas),Unknown,3.2,16.8,🟢 MONITOR,"['Supplier holds 44.4% of entity awards — concentration risk', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '1 of 6 contracts confirmed fraudulent (16% fraud rate)']","['supplier_risk_score decreases fraud risk (impact: 1.677)', 'entity_frequency decreases fraud risk (impact: 1.492)', 'method_abuse_score decreases fraud risk (impact: 0.514)']",['S.3 Act 663 (Transparency and Accountability)'],0
210,Ministry of Education (MoE),Messrs. Black Gold Group Limited,0.2,3.1,🟢 MONITOR,['Supplier holds 50.0% of entity awards — concentration risk'],"['supplier_risk_score decreases fraud risk (impact: 4.290)', 'supplier_frequency decreases fraud risk (impact: 0.906)', 'award_concentration decreases fraud risk (impact: 0.597)']",['S.3 Act 663 (Transparency and Accountability)'],0
211,"Ministry of Local Government, Decentralization and Rural Development (MLGDRD),",Messrs. Zoomlion Ghana Limited,0.4,4.7,🟢 MONITOR,"['Supplier holds 100.0% of entity awards — concentration risk', '100% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['supplier_risk_score decreases fraud risk (impact: 3.971)', 'award_concentration decreases fraud risk (impact: 1.229)', 'entity_frequency increases fraud risk (impact: 0.763)']",['S.3 Act 663 (Transparency and Accountability)'],0
212,Bank of Ghana (BoG),Unknown,0.5,18.2,🟢 MONITOR,"['Sole source procurement used (S.38-41 Act 663)', 'Supplier holds 75.0% of entity awards — concentration risk', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '25% variation rate — elevated above normal threshold']","['supplier_risk_score decreases fraud risk (impact: 2.065)', 'entity_frequency decreases fraud risk (impact: 1.705)', 'supplier_frequency decreases fraud risk (impact: 0.949)']","['S.38-41 Act 663 (Sole Source Procurement)', 'S.87 Act 663 (Contract Variations)', 'S.3 Act 663 (Transparency and Accountability)']",0
213,National Petroleum Authority (NPA),Messrs. Docutech Ghana Limited,0.6,13.2,🟢 MONITOR,"['Entity variation abuse rate: 33.3%', '33% variation rate — elevated above normal threshold', '33% sole source rate — above acceptable threshold (S.40-41 Act 663)', '1 sole source contract(s) confirmed fraudulent', '1 of 12 contracts confirmed fraudulent (8% fraud rate)', '83% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['supplier_risk_score decreases fraud risk (impact: 4.161)', 'entity_frequency decreases fraud risk (impact: 0.935)', 'supplier_frequency decreases fraud risk (impact: 0.892)']",['No specific violations flagged'],0
214,National Centre for Radiotherapy and,Messrs. Best Theratronics Limited (BTL),0.4,3.2,🟢 MONITOR,['Supplier holds 100.0% of entity awards — concentration risk'],"['supplier_risk_score decreases fraud risk (impact: 3.971)', 'award_concentration decreases fraud risk (impact: 1.229)', 'entity_frequency increases fraud risk (impact: 0.763)']",['S.3 Act 663 (Transparency and Accountability)'],0
215,Nuclear Medicine (NCRNM) of Korle Bu Teaching Hospital (KBTH),Unknown,4.8,15.4,🟢 MONITOR,"['Supplier holds 100.0% of entity awards — concentration risk', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '100% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['award_concentration decreases fraud risk (impact: 2.253)', 'supplier_risk_score decreases fraud risk (impact: 1.696)', 'entity_frequency increases fraud risk (impact: 1.105)']",['S.3 Act 663 (Transparency and Accountability)'],0
216,National Centre for Radiotherapy and Nuclear Medicine (NCRNM) of Korle Bu Teaching Hospital (KBTH),"Eckert and Ziggler, Bebig GmbH (EZBG)",0.4,3.2,🟢 MONITOR,['Supplier holds 100.0% of entity awards — concentration risk'],"['supplier_risk_score decreases fraud risk (impact: 3.971)', 'award_concentration decreases fraud risk (impact: 1.229)', 'entity_frequency increases fraud risk (impact: 0.763)']",['S.3 Act 663 (Transparency and Accountability)'],0
217,Coastal Development Authority (CODA),Messrs. TFS Ventures,0.4,3.2,🟢 MONITOR,['Supplier holds 100.0% of entity awards — concentration risk'],"['supplier_risk_score decreases fraud risk (impact: 3.971)', 'award_concentration decreases fraud risk (impact: 1.229)', 'entity_frequency increases fraud risk (impact: 0.763)']",['S.3 Act 663 (Transparency and Accountability)'],0
218,National Biosafety Authority (NBA),Messrs. FRENGLISH Wave Consult,0.3,18.4,🟢 MONITOR,"['Sole source procurement used (S.38-41 Act 663)', 'Supplier holds 100.0% of entity awards — concentration risk', 'Procurement method abuse pattern detected (S.40-41 Act 663)', '100% of awards were sole source — bypasses competition (S.38-41)', '100% of contracts are sole source — systematic bypass of competition (S.40-41 Act 663)', 'Entity method abuse score: 1.00 — pattern of procurement rule circumvention']","['supplier_risk_score decreases fraud risk (impact: 3.769)', 'award_concentration decreases fraud risk (impact: 1.573)', 'supplier_frequency decreases fraud risk (impact: 0.746)']","['S.38-41 Act 663 (Sole Source Procurement)', 'S.40-41 Act 663 (Procurement Method Abuse)', 'S.3 Act 663 (Transparency and Accountability)']",0
219,Ministry of Finance (MoF),Unknown,1.0,29.4,🟢 MONITOR,"['Sole source procurement used (S.38-41 Act 663)', 'Supplier holds 46.2% of entity awards — concentration risk', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '1 variation(s) independently flagged by Auditor-General', '1 sole source contract(s) flagged by Auditor-General', '2 of 13 contracts confirmed fraudulent (15% fraud rate)', '84% of contracts flagged by Auditor-General — systemic oversight failure (S.2 Act 663)', 'Audit intensity score: 15.23 — entity under sustained scrutiny']","['supplier_risk_score decreases fraud risk (impact: 2.019)', 'entity_frequency decreases fraud risk (impact: 1.570)', 'is_sole_source decreases fraud risk (impact: 0.785)']","['S.38-41 Act 663 (Sole Source Procurement)', 'S.3 Act 663 (Transparency and Accountability)']",0
220,Ghana Investment Fund for Electronic Communications (GIFEC),Messrs Ascend Digital Solutions Limited,1.8,7.2,🟢 MONITOR,"['Supplier holds 33.3% of entity awards — concentration risk', '33% sole source rate — above acceptable threshold (S.40-41 Act 663)', '100% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['supplier_risk_score decreases fraud risk (impact: 4.392)', 'award_concentration increases fraud risk (impact: 1.161)', 'supplier_frequency decreases fraud risk (impact: 0.925)']",['S.3 Act 663 (Transparency and Accountability)'],0
221,Ghana Investment Fund for Electronic Communications (GIFEC),Unknown,1.3,20.5,🟢 MONITOR,"['Sole source procurement used (S.38-41 Act 663)', 'Supplier holds 66.7% of entity awards — concentration risk', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '33% sole source rate — above acceptable threshold (S.40-41 Act 663)', '100% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['supplier_risk_score decreases fraud risk (impact: 1.869)', 'is_sole_source decreases fraud risk (impact: 0.818)', 'supplier_frequency decreases fraud risk (impact: 0.813)']","['S.38-41 Act 663 (Sole Source Procurement)', 'S.3 Act 663 (Transparency and Accountability)']",0
222,University of Ghana (UG),Unknown,0.3,19.6,🟢 MONITOR,"['Sole source procurement used (S.38-41 Act 663)', 'Supplier holds 55.6% of entity awards — concentration risk', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '66% of contracts flagged by Auditor-General — systemic oversight failure (S.2 Act 663)', 'Audit intensity score: 2.22 — entity under sustained scrutiny']","['entity_frequency decreases fraud risk (impact: 2.107)', 'supplier_risk_score decreases fraud risk (impact: 2.036)', 'is_sole_source decreases fraud risk (impact: 0.785)']","['S.38-41 Act 663 (Sole Source Procurement)', 'S.3 Act 663 (Transparency and Accountability)']",0
223,Ghana National Gas Company (Ghana Gas),Unknown,1.2,20.5,🟢 MONITOR,"['Sole source procurement used (S.38-41 Act 663)', 'Supplier holds 44.4% of entity awards — concentration risk', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '1 of 6 contracts confirmed fraudulent (16% fraud rate)']","['supplier_risk_score decreases fraud risk (impact: 1.967)', 'entity_frequency decreases fraud risk (impact: 1.492)', 'is_sole_source decreases fraud risk (impact: 0.703)']","['S.38-41 Act 663 (Sole Source Procurement)', 'S.87 Act 663 (Contract Variations)', 'S.3 Act 663 (Transparency and Accountability)']",0
224,Ghana National Gas Company (Ghana Gas),Messrs. Agenda Commercial Limited,0.3,3.6,🟢 MONITOR,['1 of 6 contracts confirmed fraudulent (16% fraud rate)'],"['supplier_risk_score decreases fraud risk (impact: 4.060)', 'supplier_frequency decreases fraud risk (impact: 0.985)', 'entity_frequency decreases fraud risk (impact: 0.895)']",['No specific violations flagged'],0
225,Accra Technical University (ATU),Mrs. Veronica Quarno,0.9,4.9,🟢 MONITOR,"['Supplier holds 100.0% of entity awards — concentration risk', '100% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['supplier_risk_score decreases fraud risk (impact: 3.892)', 'award_concentration decreases fraud risk (impact: 1.572)', 'entity_frequency increases fraud risk (impact: 0.906)']",['S.3 Act 663 (Transparency and Accountability)'],0
226,Greater Accra Regional Hospital (Ridge Hospital),Messrs. Cummins Ghana Limited (Cummins),0.4,3.2,🟢 MONITOR,['Supplier holds 100.0% of entity awards — concentration risk'],"['supplier_risk_score decreases fraud risk (impact: 3.971)', 'award_concentration decreases fraud risk (impact: 1.229)', 'entity_frequency increases fraud risk (impact: 0.763)']",['S.3 Act 663 (Transparency and Accountability)'],0
227,Bulk Oil Storage and Transportation Company Limited (BOST),Unknown,7.1,28.3,🟢 MONITOR,"['Sole source procurement used (S.38-41 Act 663)', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '1 variation(s) independently flagged by Auditor-General', '1 sole source contract(s) flagged by Auditor-General', '3 of 15 contracts confirmed fraudulent (20% fraud rate)', '33% of contracts flagged by Auditor-General — systemic oversight failure (S.2 Act 663)']","['supplier_risk_score decreases fraud risk (impact: 1.912)', 'entity_frequency decreases fraud risk (impact: 1.393)', 'is_sole_source decreases fraud risk (impact: 0.901)']",['S.38-41 Act 663 (Sole Source Procurement)'],0
228,Bulk Oil Storage and Transportation Company Limited (BOST),Unknown,26.9,31.8,🟢 MONITOR,"['Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '1 variation(s) independently flagged by Auditor-General', '1 sole source contract(s) flagged by Auditor-General', '3 of 15 contracts confirmed fraudulent (20% fraud rate)', '33% of contracts flagged by Auditor-General — systemic oversight failure (S.2 Act 663)']","['supplier_risk_score decreases fraud risk (impact: 1.555)', 'entity_frequency decreases fraud risk (impact: 1.393)', 'award_concentration increases fraud risk (impact: 0.893)']",['No specific violations flagged'],1
229,Ministry of Transport (MoT),Messrs. Amaris Terminal Ghana Limited,0.2,3.1,🟢 MONITOR,['Supplier holds 50.0% of entity awards — concentration risk'],"['supplier_risk_score decreases fraud risk (impact: 4.290)', 'supplier_frequency decreases fraud risk (impact: 0.906)', 'award_concentration decreases fraud risk (impact: 0.597)']",['S.3 Act 663 (Transparency and Accountability)'],0
230,Ministry of Education (MoE),Messrs. Essydel Event,0.2,3.1,🟢 MONITOR,['Supplier holds 50.0% of entity awards — concentration risk'],"['supplier_risk_score decreases fraud risk (impact: 4.290)', 'supplier_frequency decreases fraud risk (impact: 0.906)', 'award_concentration decreases fraud risk (impact: 0.597)']",['S.3 Act 663 (Transparency and Accountability)'],0
231,Social Security and National Insurance Trust (SSNIT),Messrs. Infonaligy Limited,0.2,0.1,🟢 MONITOR,['No specific flags raised'],"['supplier_risk_score decreases fraud risk (impact: 4.069)', 'entity_frequency decreases fraud risk (impact: 1.084)', 'supplier_frequency decreases fraud risk (impact: 0.848)']",['No specific violations flagged'],0
232,Electoral Commission (EC),Hygeena Limited,0.4,10.4,🟢 MONITOR,"['Supplier holds 100.0% of entity awards — concentration risk', 'Entity variation abuse rate: 100.0%', '100% of contracts have variations — inflation risk', '100% of contracts are variations — systematic inflation pattern (S.87 Act 663)']","['supplier_risk_score decreases fraud risk (impact: 3.964)', 'award_concentration decreases fraud risk (impact: 1.127)', 'supplier_frequency decreases fraud risk (impact: 0.836)']","['S.87 Act 663 (Contract Variations)', 'S.3 Act 663 (Transparency and Accountability)']",0
233,National Identification Authority (NIA),Messrs. State Insurance Company Limited (SIC) for the provision of Insurance Services,0.3,3.1,🟢 MONITOR,"['Entity variation abuse rate: 40.0%', '40% variation rate — elevated above normal threshold']","['supplier_risk_score decreases fraud risk (impact: 4.091)', 'supplier_frequency decreases fraud risk (impact: 1.042)', 'method_abuse_score decreases fraud risk (impact: 0.626)']",['No specific violations flagged'],0
234,Bulk Oil Storage and Transportation Company Limited (BOST),Messrs. Yin Namal Limited,99.6,57.8,🔴 ESCALATE,"['Supplier linked to 1 confirmed fraud case(s)', '1 variation(s) independently flagged by Auditor-General', '1 sole source contract(s) flagged by Auditor-General', '3 of 15 contracts confirmed fraudulent (20% fraud rate)', '33% of contracts flagged by Auditor-General — systemic oversight failure (S.2 Act 663)']","['supplier_risk_score increases fraud risk (impact: 5.500)', 'entity_frequency decreases fraud risk (impact: 0.779)', 'award_concentration increases fraud risk (impact: 0.559)']",['No specific violations flagged'],1
235,Pharmacy Council,Messrs. RX Health Information Systems Limited,0.4,3.2,🟢 MONITOR,['Supplier holds 100.0% of entity awards — concentration risk'],"['supplier_risk_score decreases fraud risk (impact: 3.971)', 'award_concentration decreases fraud risk (impact: 1.229)', 'entity_frequency increases fraud risk (impact: 0.763)']",['S.3 Act 663 (Transparency and Accountability)'],0
236,Ghana Commodity Exchange (GCX),Messrs. DESS Inc.,0.4,3.2,🟢 MONITOR,['Supplier holds 100.0% of entity awards — concentration risk'],"['supplier_risk_score decreases fraud risk (impact: 3.971)', 'award_concentration decreases fraud risk (impact: 1.229)', 'entity_frequency increases fraud risk (impact: 0.763)']",['S.3 Act 663 (Transparency and Accountability)'],0
237,Ghana Investment Fund for Electronic Communications (GIFEC),Unknown,11.2,20.0,🟢 MONITOR,"['Supplier holds 66.7% of entity awards — concentration risk', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '33% sole source rate — above acceptable threshold (S.40-41 Act 663)', '100% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['supplier_risk_score decreases fraud risk (impact: 1.462)', 'entity_frequency decreases fraud risk (impact: 0.788)', 'variation_abuse_rate decreases fraud risk (impact: 0.393)']",['S.3 Act 663 (Transparency and Accountability)'],0
238,Ministry of Finance (MoF),Messrs AB Namas Ghana Limited,99.3,58.2,🔴 ESCALATE,"['Supplier linked to 1 confirmed fraud case(s)', '1 variation(s) independently flagged by Auditor-General', '1 sole source contract(s) flagged by Auditor-General', '2 of 13 contracts confirmed fraudulent (15% fraud rate)', '84% of contracts flagged by Auditor-General — systemic oversight failure (S.2 Act 663)', 'Audit intensity score: 15.23 — entity under sustained scrutiny']","['supplier_risk_score increases fraud risk (impact: 5.579)', 'entity_frequency decreases fraud risk (impact: 0.753)', 'award_concentration increases fraud risk (impact: 0.446)']",['No specific violations flagged'],1
239,Minerals Income Investment Fund (MIIF),Unknown,52.0,37.8,🟡 REVIEW,"['Supplier holds 33.3% of entity awards — concentration risk', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '2 of 3 contracts confirmed fraudulent (66% fraud rate)', '100% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['award_concentration increases fraud risk (impact: 1.816)', 'supplier_risk_score decreases fraud risk (impact: 1.165)', 'method_abuse_score decreases fraud risk (impact: 0.647)']",['S.3 Act 663 (Transparency and Accountability)'],1
240,Centre for Plant Medicine Research,Unknown,4.8,15.4,🟢 MONITOR,"['Supplier holds 100.0% of entity awards — concentration risk', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '100% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['award_concentration decreases fraud risk (impact: 2.253)', 'supplier_risk_score decreases fraud risk (impact: 1.696)', 'entity_frequency increases fraud risk (impact: 1.105)']",['S.3 Act 663 (Transparency and Accountability)'],0
241,Kumasi Metropolitan Assembly (KMA),Unknown,1.3,26.3,🟢 MONITOR,"['Sole source procurement used (S.38-41 Act 663)', 'Supplier holds 100.0% of entity awards — concentration risk', 'Procurement method abuse pattern detected (S.40-41 Act 663)', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '100% of contracts are sole source — systematic bypass of competition (S.40-41 Act 663)', 'Entity method abuse score: 1.00 — pattern of procurement rule circumvention', '100% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['award_concentration decreases fraud risk (impact: 2.585)', 'supplier_risk_score decreases fraud risk (impact: 1.872)', 'is_sole_source decreases fraud risk (impact: 1.155)']","['S.38-41 Act 663 (Sole Source Procurement)', 'S.40-41 Act 663 (Procurement Method Abuse)', 'S.3 Act 663 (Transparency and Accountability)']",0
242,Ministry of Youth and Sports (MoYS),Messrs. Fadhab Investment Company,0.6,8.5,🟢 MONITOR,"['Supplier holds 33.3% of entity awards — concentration risk', 'Entity variation abuse rate: 33.3%', '100% of contracts have variations — inflation risk', '33% variation rate — elevated above normal threshold']","['supplier_risk_score decreases fraud risk (impact: 4.260)', 'supplier_frequency decreases fraud risk (impact: 1.053)', 'award_concentration increases fraud risk (impact: 0.985)']","['S.87 Act 663 (Contract Variations)', 'S.3 Act 663 (Transparency and Accountability)']",0
243,National Blood Service Ghana (NBSG),Messrs. Investrade International Co. Ltd,0.4,3.2,🟢 MONITOR,['Supplier holds 100.0% of entity awards — concentration risk'],"['supplier_risk_score decreases fraud risk (impact: 3.971)', 'award_concentration decreases fraud risk (impact: 1.229)', 'entity_frequency increases fraud risk (impact: 0.763)']",['S.3 Act 663 (Transparency and Accountability)'],0
244,National Petroleum Authority (NPA),Unknown,3.5,30.9,🟢 MONITOR,"['Sole source procurement used (S.38-41 Act 663)', 'Supplier holds 41.7% of entity awards — concentration risk', 'Entity variation abuse rate: 33.3%', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '33% variation rate — elevated above normal threshold', '33% sole source rate — above acceptable threshold (S.40-41 Act 663)', '1 sole source contract(s) confirmed fraudulent', '1 of 12 contracts confirmed fraudulent (8% fraud rate)', '83% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['supplier_risk_score decreases fraud risk (impact: 1.924)', 'entity_frequency decreases fraud risk (impact: 1.601)', 'is_sole_source decreases fraud risk (impact: 0.901)']","['S.38-41 Act 663 (Sole Source Procurement)', 'S.87 Act 663 (Contract Variations)', 'S.3 Act 663 (Transparency and Accountability)']",0
245,Ghana Revenue Authority (GRA),Messrs Digitalgov Limitied to host the Software Infrastructure and Services,0.5,6.2,🟢 MONITOR,"['1 sole source contract(s) flagged by Auditor-General', '80% of contracts flagged by Auditor-General — systemic oversight failure (S.2 Act 663)', 'Audit intensity score: 12.80 — entity under sustained scrutiny']","['supplier_risk_score decreases fraud risk (impact: 4.219)', 'entity_frequency decreases fraud risk (impact: 0.774)', 'supplier_frequency decreases fraud risk (impact: 0.707)']",['No specific violations flagged'],0
246,Ministry of Defence (MoD),Unknown,4.8,15.4,🟢 MONITOR,"['Supplier holds 100.0% of entity awards — concentration risk', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '100% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['award_concentration decreases fraud risk (impact: 2.253)', 'supplier_risk_score decreases fraud risk (impact: 1.696)', 'entity_frequency increases fraud risk (impact: 1.105)']",['S.3 Act 663 (Transparency and Accountability)'],0
247,Ministry of Information,Unknown,2.5,31.8,🟢 MONITOR,"['Sole source procurement used (S.38-41 Act 663)', 'Supplier holds 100.0% of entity awards — concentration risk', 'Procurement method abuse pattern detected (S.40-41 Act 663)', 'Entity variation abuse rate: 100.0%', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '100% of contracts are variations — systematic inflation pattern (S.87 Act 663)', '100% of contracts are sole source — systematic bypass of competition (S.40-41 Act 663)', 'Entity method abuse score: 1.00 — pattern of procurement rule circumvention', '100% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['award_concentration decreases fraud risk (impact: 2.543)', 'supplier_risk_score decreases fraud risk (impact: 1.833)', 'is_sole_source decreases fraud risk (impact: 1.155)']","['S.38-41 Act 663 (Sole Source Procurement)', 'S.40-41 Act 663 (Procurement Method Abuse)', 'S.87 Act 663 (Contract Variations)', 'S.3 Act 663 (Transparency and Accountability)']",0
248,Ghana School of Law (GSL),Unknown,4.8,15.4,🟢 MONITOR,"['Supplier holds 100.0% of entity awards — concentration risk', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '100% repeat supplier rate — limited supplier diversity (S.3 Act 663)']","['award_concentration decreases fraud risk (impact: 2.253)', 'supplier_risk_score decreases fraud risk (impact: 1.696)', 'entity_frequency increases fraud risk (impact: 1.105)']",['S.3 Act 663 (Transparency and Accountability)'],0
249,"Ministry of Local Government, Decentralization and Rural Development (MLGDRD)",Unknown,7.5,35.8,🟡 REVIEW,"['Sole source procurement used (S.38-41 Act 663)', 'Supplier holds 33.3% of entity awards — concentration risk', 'Procurement method abuse pattern detected (S.40-41 Act 663)', 'Entity variation abuse rate: 66.7%', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '66% of contracts are variations — systematic inflation pattern (S.87 Act 663)', '66% of contracts are sole source — systematic bypass of competition (S.40-41 Act 663)', 'Entity method abuse score: 0.67 — pattern of procurement rule circumvention', '1 of 6 contracts confirmed fraudulent (16% fraud rate)']","['supplier_risk_score decreases fraud risk (impact: 1.674)', 'award_concentration increases fraud risk (impact: 1.440)', 'is_sole_source decreases fraud risk (impact: 1.237)']","['S.38-41 Act 663 (Sole Source Procurement)', 'S.40-41 Act 663 (Procurement Method Abuse)', 'S.87 Act 663 (Contract Variations)', 'S.3 Act 663 (Transparency and Accountability)']",0
250,Ministry of Youth and Sports (MoYS),Unknown,53.0,36.2,🟡 REVIEW,"['Supplier holds 33.3% of entity awards — concentration risk', 'Entity variation abuse rate: 33.3%', 'Supplier linked to 7 confirmed fraud case(s)', 'Supplier appears in 12 Auditor-General finding(s)', '33% variation rate — elevated above normal threshold']","['award_concentration increases fraud risk (impact: 1.737)', 'supplier_risk_score decreases fraud risk (impact: 1.142)', 'method_abuse_score decreases fraud risk (impact: 0.861)']",['S.3 Act 663 (Transparency and Accountability)'],0
251,"Ministry of Local Government, Decentralization and Rural Development (MLGDRD)",Wisdom Wallet Company Limited,1.0,26.4,🟢 MONITOR,"['Sole source procurement used (S.38-41 Act 663)', 'Procurement method abuse pattern detected (S.40-41 Act 663)', 'Entity variation abuse rate: 66.7%', '100% of awards were sole source — bypasses competition (S.38-41)', '100% of contracts have variations — inflation risk', '66% of contracts are variations — systematic inflation pattern (S.87 Act 663)', '66% of contracts are sole source — systematic bypass of competition (S.40-41 Act 663)', 'Entity method abuse score: 0.67 — pattern of procurement rule circumvention', '1 of 6 contracts confirmed fraudulent (16% fraud rate)']","['supplier_risk_score decreases fraud risk (impact: 3.783)', 'supplier_frequency decreases fraud risk (impact: 1.037)', 'entity_frequency decreases fraud risk (impact: 0.763)']","['S.38-41 Act 663 (Sole Source Procurement)', 'S.40-41 Act 663 (Procurement Method Abuse)', 'S.87 Act 663 (Contract Variations)']",0
252,"Ministry of Local Government, Decentralization and Rural Development (MLGDRD)",Dagbene Borns Limited,1.0,26.4,🟢 MONITOR,"['Sole source procurement used (S.38-41 Act 663)', 'Procurement method abuse pattern detected (S.40-41 Act 663)', 'Entity variation abuse rate: 66.7%', '100% of awards were sole source — bypasses competition (S.38-41)', '100% of contracts have variations — inflation risk', '66% of contracts are variations — systematic inflation pattern (S.87 Act 663)', '66% of contracts are sole source — systematic bypass of competition (S.40-41 Act 663)', 'Entity method abuse score: 0.67 — pattern of procurement rule circumvention', '1 of 6 contracts confirmed fraudulent (16% fraud rate)']","['supplier_risk_score decreases fraud risk (impact: 3.783)', 'supplier_frequency decreases fraud risk (impact: 1.037)', 'entity_frequency decreases fraud risk (impact: 0.763)']","['S.38-41 Act 663 (Sole Source Procurement)', 'S.40-41 Act 663 (Procurement Method Abuse)', 'S.87 Act 663 (Contract Variations)']",0
253,Ministry of Youth and Sports (MoYS),Messrs. Inpath technologies Ghana Limited,0.6,6.2,🟢 MONITOR,"['Supplier holds 33.3% of entity awards — concentration risk', 'Entity variation abuse rate: 33.3%', '33% variation rate — elevated above normal threshold']","['supplier_risk_score decreases fraud risk (impact: 4.260)', 'supplier_frequency decreases fraud risk (impact: 1.053)', 'award_concentration increases fraud risk (impact: 0.985)']",['S.3 Act 663 (Transparency and Accountability)'],0
254,Ghana Export Promotion Authority (GEPA),Hotel Investments Ghana Limited (Labadi Beach Hotel),0.3,5.6,🟢 MONITOR,"['33% sole source rate — above acceptable threshold (S.40-41 Act 663)', '1 of 6 contracts confirmed fraudulent (16% fraud rate)']","['supplier_risk_score decreases fraud risk (impact: 4.172)', 'entity_frequency decreases fraud risk (impact: 1.072)', 'supplier_frequency decreases fraud risk (impact: 0.827)']",['No specific violations flagged'],0
255,Ghana Export Promotion Authority (GEPA),Messrs Human Capital International,99.1,51.1,🔴 ESCALATE,"['Supplier linked to 1 confirmed fraud case(s)', '33% sole source rate — above acceptable threshold (S.40-41 Act 663)', '1 of 6 contracts confirmed fraudulent (16% fraud rate)']","['supplier_risk_score increases fraud risk (impact: 5.559)', 'entity_frequency decreases fraud risk (impact: 0.927)', 'award_concentration increases fraud risk (impact: 0.576)']",['No specific violations flagged'],1
256,"Ministry of Local Government, Decentralization and Rural Development (MLGDRD)",Messrs. HB Bekam Ghana Limited,1.0,16.7,🟢 MONITOR,"['Procurement method abuse pattern detected (S.40-41 Act 663)', 'Entity variation abuse rate: 66.7%', '66% of contracts are variations — systematic inflation pattern (S.87 Act 663)', '66% of contracts are sole source — systematic bypass of competition (S.40-41 Act 663)', 'Entity method abuse score: 0.67 — pattern of procurement rule circumvention', '1 of 6 contracts confirmed fraudulent (16% fraud rate)']","['supplier_risk_score decreases fraud risk (impact: 4.309)', 'supplier_frequency decreases fraud risk (impact: 1.037)', 'method_abuse_score increases fraud risk (impact: 0.826)']",['S.40-41 Act 663 (Procurement Method Abuse)'],0
